"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"16/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","392","4,672.64"
"16/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","","28.46","726","20,661.96"
"16/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"16/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"16/04/2026","GLD","533.93","466.72","502.79","502.79","502.80","502.80","0.01","502.79","","897","451,011.50"
"16/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"16/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"16/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"16/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0","0.00"
"16/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","0.09","","0","0.00"
"15/04/2026","ACCESS","46.64","16.20","42.00","42.00","37.81","37.81","-4.19","37.81","41.58","934","35,314.54"
"15/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"15/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"15/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"15/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","2","17.78"
"15/04/2026","ALLGH","7.20","6.12","7.20","7.20","7.20","7.20","0.00","7.20","","209","1,504.80"
"15/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","90.00","98.00","1,070","105,000.00"
"15/04/2026","CAL","0.94","0.61","0.75","0.75","0.80","0.77","0.02","0.74","","78,332","60,087.45"
"15/04/2026","CLYD","1.32","0.46","1.20","1.20","1.32","1.32","0.12","1.31","","2,000","2,640.00"
"15/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"15/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"15/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","160","65.60"
"15/04/2026","EGH","57.00","25.00","48.90","48.90","48.90","48.90","0.00","","48.70","1,280","62,592.00"
"15/04/2026","EGL","12.16","3.48","11.63","11.63","11.39","11.39","-0.24","","11.50","5,061","57,644.79"
"15/04/2026","ETI","2.82","0.76","1.81","1.81","1.98","1.88","0.07","1.83","","24,249","45,743.74"
"15/04/2026","FML","16.35","8.00","12.59","12.59","12.55","12.55","-0.04","12.00","12.55","4,324","54,399.76"
"15/04/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","","","0","0.00"
"15/04/2026","GCB","52.00","20.11","26.01","26.01","28.61","26.82","0.81","26.00","28.55","47,551","1,273,759.03"
"15/04/2026","GGBL","16.50","6.60","15.30","15.30","15.10","15.30","0.00","","15.30","1,633","24,830.90"
"15/04/2026","GOIL","7.88","2.96","7.86","7.86","7.90","7.86","0.00","7.87","","500","3,950.00"
"15/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","","","0","0.00"
"15/04/2026","MTNGH","6.53","4.20","5.55","5.55","5.79","5.79","0.24","5.50","5.77","1,337,862","7,758,244.07"
"15/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"15/04/2026","RBGH","5.38","1.30","4.46","4.46","4.46","4.46","0.00","4.40","4.46","6,259","27,915.14"
"15/04/2026","SCB","79.41","29.22","71.38","71.38","71.38","71.38","0.00","","71.38","673","48,038.74"
"15/04/2026","SIC","6.99","1.20","3.90","3.90","4.28","4.12","0.22","3.91","","8,001","33,548.81"
"15/04/2026","SOGEGH","11.51","4.49","5.37","5.37","5.37","5.32","-0.05","5.20","5.37","128,607","687,354.00"
"15/04/2026","TBL","1.20","1.20","1.20","1.20","1.32","1.20","0.00","1.32","","500","660.00"
"15/04/2026","TOTAL","40.30","34.64","38.50","38.50","38.40","38.40","-0.10","","38.50","3,884","149,145.60"
"15/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0","0.00"
"15/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","","28.46","1,398","39,787.08"
"15/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"15/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"15/04/2026","GLD","533.93","466.72","502.79","502.79","502.79","502.79","0.00","502.79","","114","57,318.06"
"15/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"15/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"15/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"15/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.05","","0","0.00"
"15/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"14/04/2026","ACCESS","46.64","16.20","42.00","42.00","42.00","42.00","0.00","37.81","41.58","0","0.00"
"14/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"14/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"14/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"14/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"14/04/2026","ALLGH","7.20","6.12","7.20","7.20","7.20","7.20","0.00","7.20","","0","0.00"
"14/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","90.00","98.00","0","0.00"
"14/04/2026","CAL","0.94","0.61","0.75","0.75","0.75","0.75","0.00","0.74","","938,888","694,777.12"
"14/04/2026","CLYD","1.20","0.46","1.20","1.20","1.20","1.20","0.00","1.31","","0","0.00"
"14/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"14/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"14/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","0","0.00"
"14/04/2026","EGH","57.00","25.00","49.45","49.45","48.90","48.90","-0.55","","48.70","28,641","1,400,817.45"
"14/04/2026","EGL","12.16","3.48","11.63","11.63","11.63","11.63","0.00","","11.50","420","4,851.00"
"14/04/2026","ETI","2.82","0.76","1.67","1.67","1.81","1.81","0.14","1.83","","19,909","35,982.87"
"14/04/2026","FML","16.35","8.00","12.59","12.59","12.59","12.59","0.00","12.00","12.55","23,615","297,248.17"
"14/04/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","","","0","0.00"
"14/04/2026","GCB","52.00","20.11","25.96","25.96","26.01","26.01","0.05","26.00","28.55","35,579","925,880.50"
"14/04/2026","GGBL","16.50","6.60","15.50","15.50","15.30","15.30","-0.20","","15.30","2,036","31,150.80"
"14/04/2026","GOIL","7.88","2.96","7.86","7.86","7.86","7.86","0.00","7.87","","0","0.00"
"14/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","","","0","0.00"
"14/04/2026","MTNGH","6.53","4.20","5.50","5.50","5.55","5.55","0.05","5.50","5.77","769,907","4,274,398.26"
"14/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"14/04/2026","RBGH","5.38","1.30","4.51","4.51","4.46","4.46","-0.05","4.40","4.46","10,596","47,278.51"
"14/04/2026","SCB","79.41","29.22","71.40","71.40","71.38","71.38","-0.02","","71.38","3,999","285,448.62"
"14/04/2026","SIC","6.99","1.20","3.72","3.72","3.90","3.90","0.18","3.91","","6,162","23,928.90"
"14/04/2026","SOGEGH","11.51","4.49","5.37","5.37","5.37","5.37","0.00","5.20","5.37","25,774","138,397.88"
"14/04/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"14/04/2026","TOTAL","40.30","34.64","38.50","38.50","38.50","38.50","0.00","","38.50","10,283","395,895.50"
"14/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0","0.00"
"14/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","","28.46","31","882.26"
"14/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"14/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0","0.00"
"14/04/2026","GLD","533.93","466.72","502.79","502.79","502.79","502.79","0.00","502.79","","100","50,279.45"
"14/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"14/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"14/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"14/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","0.05","","0","0.00"
"14/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"13/04/2026","ACCESS","46.64","16.20","42.00","42.00","37.81","42.00","0.00","37.81","41.95","3,896","160,481.12"
"13/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"13/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"13/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"13/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","1","8.89"
"13/04/2026","ALLGH","7.20","6.12","6.55","6.55","7.20","7.20","0.65","7.20","","50,000","360,000.00"
"13/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","","98.00","1,804","180,400.00"
"13/04/2026","CAL","0.94","0.61","0.75","0.75","0.74","0.75","0.00","0.72","0.74","1,169,597","868,037.53"
"13/04/2026","CLYD","1.20","0.46","1.11","1.11","1.20","1.20","0.09","1.21","","7,600","9,130.00"
"13/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"13/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"13/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","2","0.82"
"13/04/2026","EGH","57.00","25.00","49.45","49.45","49.45","49.45","0.00","","49.45","3,284","162,393.80"
"13/04/2026","EGL","12.16","3.48","11.66","11.66","11.63","11.63","-0.03","","11.63","2,853","33,180.39"
"13/04/2026","ETI","2.82","0.76","1.67","1.67","1.68","1.67","0.00","1.68","","678","1,139.04"
"13/04/2026","FML","16.35","8.00","12.59","12.59","12.59","12.59","0.00","12.00","12.59","9,553","120,272.27"
"13/04/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","","","0","0.00"
"13/04/2026","GCB","52.00","20.11","25.96","25.96","26.00","25.96","0.00","26.00","","577","14,995.60"
"13/04/2026","GGBL","16.50","6.60","15.50","15.50","15.50","15.50","0.00","","15.30","0","0.00"
"13/04/2026","GOIL","7.88","2.96","7.86","7.86","7.86","7.86","0.00","7.86","","132,062","1,038,007.32"
"13/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"13/04/2026","MTNGH","6.53","4.20","5.50","5.50","5.50","5.50","0.00","5.52","5.77","3,038,826","16,716,938.21"
"13/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"13/04/2026","RBGH","5.38","1.30","4.51","4.51","4.06","4.51","0.00","","4.06","1,404","5,889.24"
"13/04/2026","SCB","79.41","29.22","71.40","71.40","71.40","71.40","0.00","","71.39","0","0.00"
"13/04/2026","SIC","6.99","1.20","3.56","3.56","3.90","3.72","0.16","3.90","","6,306","23,150.31"
"13/04/2026","SOGEGH","11.51","4.49","5.36","5.36","5.36","5.37","0.01","5.35","5.36","86,947","466,798.92"
"13/04/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"13/04/2026","TOTAL","40.30","34.64","38.09","38.09","38.50","38.50","0.41","38.50","40.00","1,121","43,112.99"
"13/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","31","369.52"
"13/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","","28.46","1,070","30,452.20"
"13/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"13/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","","","0","0.00"
"13/04/2026","GLD","533.93","466.72","502.79","502.79","502.79","502.79","0.00","502.79","","22","11,061.38"
"13/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"13/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"13/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"13/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0","0.00"
"13/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"10/04/2026","ACCESS","46.64","16.20","42.00","42.00","42.00","42.00","0.00","37.80","41.00","2","84.00"
"10/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"10/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"10/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"10/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","17","151.13"
"10/04/2026","ALLGH","6.55","6.12","6.55","6.55","6.62","6.55","0.00","6.62","","350","2,317.00"
"10/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","","100.00","698","69,800.00"
"10/04/2026","CAL","0.94","0.61","0.74","0.74","0.79","0.75","0.01","0.76","0.79","700,215","525,934.48"
"10/04/2026","CLYD","1.11","0.46","1.11","1.11","1.11","1.11","0.00","1.15","","0","0.00"
"10/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"10/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"10/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","31","12.71"
"10/04/2026","EGH","57.00","25.00","49.48","49.48","49.45","49.45","-0.03","","49.45","2,663","131,684.16"
"10/04/2026","EGL","12.16","3.48","11.69","11.69","11.65","11.66","-0.03","","11.65","2,522","29,398.96"
"10/04/2026","ETI","2.82","0.76","1.61","1.61","1.68","1.67","0.06","1.68","","62,726","104,879.68"
"10/04/2026","FML","16.35","8.00","12.74","12.74","12.59","12.59","-0.15","","12.59","1,019","12,829.21"
"10/04/2026","FAB","7.97","7.71","7.97","7.97","7.97","7.97","0.00","7.84","","0","0.00"
"10/04/2026","GCB","52.00","20.11","25.51","25.51","26.02","25.96","0.45","26.03","","27,933","725,033.55"
"10/04/2026","GGBL","16.50","6.60","15.50","15.50","15.40","15.50","0.00","","15.20","500","7,700.00"
"10/04/2026","GOIL","7.88","2.96","7.85","7.85","7.86","7.86","0.01","7.86","","44,131","346,678.35"
"10/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"10/04/2026","MTNGH","6.53","4.20","5.49","5.49","5.50","5.50","0.01","5.49","5.50","873,258","4,801,769.82"
"10/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"10/04/2026","RBGH","5.38","1.30","4.70","4.70","4.50","4.51","-0.19","","4.50","31,715","143,096.00"
"10/04/2026","SCB","79.41","29.22","71.40","71.40","71.39","71.40","0.00","","71.39","335","23,917.98"
"10/04/2026","SIC","6.99","1.20","3.55","3.55","3.58","3.56","0.01","3.58","","33,274","118,506.67"
"10/04/2026","SOGEGH","11.51","4.49","5.37","5.37","5.37","5.36","-0.01","5.35","5.37","13,720","73,550.94"
"10/04/2026","TBL","1.20","1.20","1.20","1.20","1.32","1.20","0.00","1.20","","500","660.00"
"10/04/2026","TOTAL","40.30","34.64","38.10","38.10","38.09","38.09","-0.01","34.64","38.09","4,930","187,787.92"
"10/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","967","11,526.64"
"10/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","","28.46","832","23,678.72"
"10/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"10/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","","","0","0.00"
"10/04/2026","GLD","533.93","466.72","502.17","502.17","503.00","502.79","0.62","503.00","","8","4,022.34"
"10/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"10/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"10/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"10/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0","0.00"
"10/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"09/04/2026","ACCESS","46.64","16.20","46.62","46.62","41.95","42.00","-4.62","","46.60","788","33,093.70"
"09/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"09/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"09/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"09/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"09/04/2026","ALLGH","6.55","6.12","6.55","6.55","6.55","6.55","0.00","6.61","","0","0.00"
"09/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","","100.00","970","97,000.00"
"09/04/2026","CAL","0.94","0.61","0.73","0.73","0.74","0.74","0.01","0.74","0.80","236,506","174,800.18"
"09/04/2026","CLYD","1.11","0.46","1.09","1.09","1.11","1.11","0.02","1.19","","10,000","11,100.00"
"09/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"09/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"09/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","20","8.20"
"09/04/2026","EGH","57.00","25.00","49.50","49.50","49.48","49.48","-0.02","","49.48","3,587","177,487.32"
"09/04/2026","EGL","12.16","3.48","11.69","11.69","11.69","11.69","0.00","","11.69","8,917","104,239.73"
"09/04/2026","ETI","2.82","0.76","1.52","1.52","1.66","1.61","0.09","1.66","","169,826","275,387.34"
"09/04/2026","FML","16.35","8.00","12.90","12.90","12.50","12.74","-0.16","","12.50","7,187","91,076.00"
"09/04/2026","FAB","7.97","7.71","7.84","7.84","7.97","7.97","0.13","7.84","","100,000","797,000.00"
"09/04/2026","GCB","52.00","20.11","25.49","25.49","25.50","25.51","0.02","25.50","","379,359","9,689,528.10"
"09/04/2026","GGBL","16.50","6.60","15.50","15.50","15.50","15.50","0.00","","15.44","0","0.00"
"09/04/2026","GOIL","7.88","2.96","7.85","7.85","7.85","7.85","0.00","7.85","","7,742","60,774.70"
"09/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"09/04/2026","MTNGH","6.53","4.20","5.50","5.50","5.49","5.49","-0.01","5.49","5.50","1,112,050","6,108,955.98"
"09/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"09/04/2026","RBGH","5.38","1.30","4.71","4.71","4.69","4.70","-0.01","4.50","4.69","20,652","97,092.88"
"09/04/2026","SCB","79.41","29.22","71.40","71.40","71.39","71.40","0.00","","71.39","156","11,136.84"
"09/04/2026","SIC","6.99","1.20","3.37","3.37","3.69","3.55","0.18","3.69","","39,455","137,584.66"
"09/04/2026","SOGEGH","11.51","4.49","5.50","5.50","5.37","5.37","-0.13","5.30","5.37","6,477","34,781.49"
"09/04/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"09/04/2026","TOTAL","40.30","34.64","38.10","38.10","38.10","38.10","0.00","34.64","38.10","4,084","155,600.40"
"09/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","1","11.92"
"09/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","28.46","31.30","2,052","58,399.92"
"09/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"09/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","","","0","0.00"
"09/04/2026","GLD","533.93","466.72","502.17","502.17","502.17","502.17","0.00","503.00","","2","1,004.34"
"09/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"09/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"09/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"09/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0","0.00"
"09/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"08/04/2026","ACCESS","46.64","16.20","46.62","46.62","46.62","46.62","0.00","","46.60","0","0.00"
"08/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"08/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"08/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"08/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","10","88.90"
"08/04/2026","ALLGH","6.55","6.12","6.55","6.55","6.55","6.55","0.00","6.60","","0","0.00"
"08/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","","100.00","554","55,400.00"
"08/04/2026","CAL","0.94","0.61","0.74","0.74","0.74","0.73","-0.01","0.70","0.74","479,579","350,380.66"
"08/04/2026","CLYD","1.09","0.46","1.09","1.09","1.09","1.09","0.00","1.11","","0","0.00"
"08/04/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.15","","0","0.00"
"08/04/2026","CPC","0.12","0.05","0.12","0.12","0.12","0.12","0.00","0.13","","0","0.00"
"08/04/2026","DASPHARMA","0.41","0.38","0.41","0.41","0.41","0.41","0.00","0.41","","1","0.41"
"08/04/2026","EGH","57.00","25.00","49.50","49.50","49.50","49.50","0.00","","49.50","453","22,423.50"
"08/04/2026","EGL","12.16","3.48","11.70","11.70","11.69","11.69","-0.01","11.69","11.70","15,752","184,140.88"
"08/04/2026","ETI","2.82","0.76","1.52","1.52","1.52","1.52","0.00","1.52","1.53","136,382","207,300.64"
"08/04/2026","FML","16.35","8.00","12.90","12.90","12.90","12.90","0.00","","12.80","0","0.00"
"08/04/2026","FAB","7.84","7.71","7.84","7.84","7.84","7.84","0.00","","","0","0.00"
"08/04/2026","GCB","52.00","20.11","25.00","25.00","25.50","25.49","0.49","25.50","","368,296","9,388,757.92"
"08/04/2026","GGBL","16.50","6.60","15.50","15.50","15.50","15.50","0.00","","15.44","0","0.00"
"08/04/2026","GOIL","7.88","2.96","7.85","7.85","7.85","7.85","0.00","","7.85","21,829","171,357.65"
"08/04/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0","0.00"
"08/04/2026","MTNGH","6.53","4.20","5.45","5.45","5.50","5.50","0.05","5.48","5.50","1,281,303","7,046,930.80"
"08/04/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0","0.00"
"08/04/2026","RBGH","5.38","1.30","4.71","4.71","4.69","4.71","0.00","4.25","4.69","8,784","41,365.16"
"08/04/2026","SCB","79.41","29.22","71.40","71.40","71.40","71.40","0.00","","71.40","127","9,067.80"
"08/04/2026","SIC","6.99","1.20","3.08","3.08","3.38","3.37","0.29","3.38","","134,001","449,638.58"
"08/04/2026","SOGEGH","11.51","4.49","5.96","5.96","5.37","5.50","-0.46","","5.37","61,338","340,028.66"
"08/04/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0","0.00"
"08/04/2026","TOTAL","40.30","34.64","37.20","37.20","38.10","38.10","0.90","37.20","38.10","20,830","793,623.00"
"08/04/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","119","1,418.48"
"08/04/2026","UNIL","28.46","19.79","28.46","28.46","28.46","28.46","0.00","28.46","31.30","248","7,058.08"
"08/04/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0","0.00"
"08/04/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","","","0","0.00"
"08/04/2026","GLD","533.93","466.72","502.17","502.17","502.17","502.17","0.00","503.00","","10","5,021.70"
"08/04/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0","0.00"
"08/04/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"08/04/2026","HORDS","0.10","0.09","0.10","0.10","0.10","0.10","0.00","","0.10","0","0.00"
"08/04/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0","0.00"
"08/04/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0","0.00"
"07/04/2026","ACCESS","46.64","16.20","46.62","46.62","46.62","46.62","0.00","","46.60","167","7,765.50"
"07/04/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0","0.00"
"07/04/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0","0.00"
"07/04/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0","0.00"
"07/04/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0","0.00"
"07/04/2026","ALLGH","6.55","6.12","6.55","6.55","6.55","6.55","0.00","6.60","","0","0.00"
"07/04/2026","BOPP","100.00","55.82","100.00","100.00","100.00","100.00","0.00","","100.00","1,262","126,200.00"
"07/04/2026","CAL","0.94","0.61","0.69","0.69","0.74","0.74","0.05","0.71","0.74","138,518","101,002.34"
"07/04/2026","CLYD","1.09","0.46","1.08","1.08","1.09","1.09","0.01","1.10","","2,415","2,632.35"
